 v_i      u      x      Error   
5.27302e-09 0.517691 0.473553 1
5.26775e-09 0.5176 0.473653 1
5.26249e-09 0.517509 0.473753 1
5.25723e-09 0.517417 0.473853 1
5.25198e-09 0.517326 0.473953 1
5.24673e-09 0.517235 0.474053 1
5.24148e-09 0.517144 0.474153 1
5.23625e-09 0.517052 0.474253 1
5.23101e-09 0.516961 0.474353 1
5.22578e-09 0.51687 0.474453 1
5.22056e-09 0.516779 0.474553 1
5.21534e-09 0.516687 0.474653 1
5.21013e-09 0.516596 0.474753 1
5.20492e-09 0.516505 0.474853 1
5.19972e-09 0.516413 0.474953 1
5.19453e-09 0.516322 0.475052 1
5.18934e-09 0.516231 0.475152 1
5.18415e-09 0.516139 0.475252 1
5.17897e-09 0.516048 0.475352 1
5.17379e-09 0.515956 0.475452 1
5.16862e-09 0.515865 0.475552 1
5.16346e-09 0.515774 0.475652 1
5.1583e-09 0.515682 0.475752 1
5.15314e-09 0.515591 0.475852 1
5.14799e-09 0.5155 0.475952 1
5.14285e-09 0.515408 0.476052 1
5.13771e-09 0.515317 0.476152 1
5.13257e-09 0.515225 0.476252 1
5.12744e-09 0.515134 0.476352 1
5.12232e-09 0.515042 0.476452 1
5.1172e-09 0.514951 0.476552 1
5.11208e-09 0.514859 0.476652 1
5.10697e-09 0.514768 0.476752 1
5.10187e-09 0.514676 0.476852 1
5.09677e-09 0.514585 0.476952 1
5.09168e-09 0.514493 0.477052 1
5.08659e-09 0.514402 0.477152 1
5.08151e-09 0.51431 0.477252 1
5.07643e-09 0.514219 0.477352 1
5.07135e-09 0.514127 0.477452 1
5.06629e-09 0.514036 0.477552 1
5.06122e-09 0.513944 0.477652 1
5.05616e-09 0.513853 0.477752 1
5.05111e-09 0.513761 0.477852 1
5.04606e-09 0.513669 0.477952 1
5.04102e-09 0.513578 0.478052 1
5.03598e-09 0.513486 0.478152 1
5.03095e-09 0.513395 0.478252 1
5.02592e-09 0.513303 0.478352 1
5.0209e-09 0.513211 0.478452 1
5.01588e-09 0.51312 0.478552 1
5.01087e-09 0.513028 0.478652 1
5.00586e-09 0.512937 0.478752 1
5.00086e-09 0.512845 0.478852 1
4.99586e-09 0.512753 0.478952 1
4.99087e-09 0.512662 0.479052 1
4.98588e-09 0.51257 0.479152 1
4.9809e-09 0.512478 0.479252 1
4.97592e-09 0.512386 0.479352 1
4.97094e-09 0.512295 0.479452 1
4.96598e-09 0.512203 0.479552 1
4.96101e-09 0.512111 0.479652 1
4.95606e-09 0.51202 0.479752 1
4.9511e-09 0.511928 0.479852 1
4.94615e-09 0.511836 0.479952 1
4.94121e-09 0.511744 0.480052 1
4.93627e-09 0.511653 0.480152 1
4.93134e-09 0.511561 0.480252 1
4.92641e-09 0.511469 0.480352 1
4.92149e-09 0.511377 0.480452 1
4.91657e-09 0.511285 0.480552 1
4.91166e-09 0.511194 0.480652 1
4.90675e-09 0.511102 0.480752 1
4.90184e-09 0.51101 0.480852 1
4.89694e-09 0.510918 0.480952 1
4.89205e-09 0.510826 0.481052 1
4.88716e-09 0.510734 0.481152 1
4.88228e-09 0.510643 0.481252 1
4.8774e-09 0.510551 0.481352 1
4.87252e-09 0.510459 0.481452 1
4.86765e-09 0.510367 0.481552 1
4.86279e-09 0.510275 0.481652 1
4.85793e-09 0.510183 0.481752 1
4.85307e-09 0.510091 0.481852 1
4.84822e-09 0.509999 0.481952 1
4.84338e-09 0.509907 0.482052 1
4.83854e-09 0.509816 0.482152 1
4.8337e-09 0.509724 0.482252 1
4.82887e-09 0.509632 0.482352 1
4.82405e-09 0.50954 0.482452 1
4.81922e-09 0.509448 0.482552 1
4.81441e-09 0.509356 0.482652 1
4.8096e-09 0.509264 0.482752 1
4.80479e-09 0.509172 0.482852 1
4.79999e-09 0.50908 0.482952 1
4.79519e-09 0.508988 0.483052 1
4.7904e-09 0.508896 0.483152 1
4.78561e-09 0.508804 0.483252 1
4.78083e-09 0.508712 0.483352 1
4.77605e-09 0.50862 0.483452 1
4.77128e-09 0.508528 0.483552 1
4.76651e-09 0.508436 0.483652 1
4.76174e-09 0.508344 0.483752 1
4.75699e-09 0.508252 0.483852 1
4.75223e-09 0.508159 0.483952 1
4.74748e-09 0.508067 0.484052 1
4.74274e-09 0.507975 0.484152 1
4.738e-09 0.507883 0.484252 1
4.73326e-09 0.507791 0.484352 1
4.72853e-09 0.507699 0.484452 1
4.72381e-09 0.507607 0.484552 1
4.71909e-09 0.507515 0.484652 1
4.71437e-09 0.507423 0.484752 1
4.70966e-09 0.50733 0.484852 1
4.70495e-09 0.507238 0.484952 1
4.70025e-09 0.507146 0.485051 1
4.69555e-09 0.507054 0.485151 1
4.69086e-09 0.506962 0.485251 1
4.68617e-09 0.50687 0.485351 1
4.68149e-09 0.506777 0.485451 1
4.67681e-09 0.506685 0.485551 1
4.67213e-09 0.506593 0.485651 1
4.66747e-09 0.506501 0.485751 1
4.6628e-09 0.506409 0.485851 1
4.65814e-09 0.506316 0.485951 1
4.65349e-09 0.506224 0.486051 1
4.64883e-09 0.506132 0.486151 1
4.64419e-09 0.50604 0.486251 1
4.63955e-09 0.505947 0.486351 1
4.63491e-09 0.505855 0.486451 1
4.63028e-09 0.505763 0.486551 1
4.62565e-09 0.505671 0.486651 1
4.62103e-09 0.505578 0.486751 1
4.61641e-09 0.505486 0.486851 1
4.6118e-09 0.505394 0.486951 1
4.60719e-09 0.505301 0.487051 1
4.60258e-09 0.505209 0.487151 1
4.59798e-09 0.505117 0.487251 1
4.59339e-09 0.505024 0.487351 1
4.5888e-09 0.504932 0.487451 1
4.58421e-09 0.50484 0.487551 1
4.57963e-09 0.504747 0.487651 1
4.57505e-09 0.504655 0.487751 1
4.57048e-09 0.504563 0.487851 1
4.56591e-09 0.50447 0.487951 1
4.56135e-09 0.504378 0.488051 1
4.55679e-09 0.504285 0.488151 1
4.55224e-09 0.504193 0.488251 1
4.54769e-09 0.504101 0.488351 1
4.54314e-09 0.504008 0.488451 1
4.5386e-09 0.503916 0.488551 1
4.53407e-09 0.503823 0.488651 1
4.52953e-09 0.503731 0.488751 1
4.52501e-09 0.503638 0.488851 1
4.52049e-09 0.503546 0.488951 1
4.51597e-09 0.503454 0.489051 1
4.51145e-09 0.503361 0.489151 1
4.50695e-09 0.503269 0.489251 1
4.50244e-09 0.503176 0.489351 1
4.49794e-09 0.503084 0.489451 1
4.49345e-09 0.502991 0.489551 1
4.48896e-09 0.502899 0.489651 1
4.48447e-09 0.502806 0.489751 1
4.47999e-09 0.502714 0.489851 1
4.47551e-09 0.502621 0.489951 1
4.47104e-09 0.502528 0.490051 1
4.46657e-09 0.502436 0.490151 1
4.46211e-09 0.502343 0.490251 1
4.45765e-09 0.502251 0.490351 1
4.45319e-09 0.502158 0.490451 1
4.44874e-09 0.502066 0.490551 1
4.44429e-09 0.501973 0.490651 1
4.43985e-09 0.50188 0.490751 1
4.43542e-09 0.501788 0.490851 1
4.43098e-09 0.501695 0.490951 1
4.42655e-09 0.501603 0.491051 1
4.42213e-09 0.50151 0.491151 1
4.41771e-09 0.501417 0.491251 1
4.4133e-09 0.501325 0.491351 1
4.40889e-09 0.501232 0.491451 1
4.40448e-09 0.501139 0.491551 1
4.40008e-09 0.501047 0.491651 1
4.39568e-09 0.500954 0.491751 1
4.39129e-09 0.500861 0.491851 1
4.3869e-09 0.500769 0.491951 1
4.38251e-09 0.500676 0.492051 1
4.37813e-09 0.500583 0.492151 1
4.37376e-09 0.500491 0.492251 1
4.36939e-09 0.500398 0.492351 1
4.36502e-09 0.500305 0.492451 1
4.36066e-09 0.500213 0.492551 1
4.3563e-09 0.50012 0.492651 1
4.35195e-09 0.500027 0.492751 1
4.3476e-09 0.499934 0.492851 1
4.34325e-09 0.499842 0.492951 1
4.33891e-09 0.499749 0.493051 1
4.33457e-09 0.499656 0.493151 1
4.33024e-09 0.499563 0.493251 1
4.32592e-09 0.499471 0.493351 1
4.32159e-09 0.499378 0.493451 1
4.31727e-09 0.499285 0.493551 1
4.31296e-09 0.499192 0.493651 1
4.30865e-09 0.499099 0.493751 1
4.30434e-09 0.499007 0.493851 1
4.30004e-09 0.498914 0.493951 1
4.29574e-09 0.498821 0.494051 1
4.29145e-09 0.498728 0.494151 1
4.28716e-09 0.498635 0.494251 1
4.28288e-09 0.498542 0.494351 1
4.2786e-09 0.498449 0.494451 1
4.27432e-09 0.498357 0.494551 1
4.27005e-09 0.498264 0.494651 1
4.26578e-09 0.498171 0.494751 1
4.26152e-09 0.498078 0.494851 1
4.25726e-09 0.497985 0.494951 1
4.253e-09 0.497892 0.49505 1
4.24875e-09 0.497799 0.49515 1
4.24451e-09 0.497706 0.49525 1
4.24026e-09 0.497613 0.49535 1
4.23603e-09 0.49752 0.49545 1
4.23179e-09 0.497428 0.49555 1
4.22756e-09 0.497335 0.49565 1
4.22334e-09 0.497242 0.49575 1
4.21912e-09 0.497149 0.49585 1
4.2149e-09 0.497056 0.49595 1
4.21069e-09 0.496963 0.49605 1
4.20648e-09 0.49687 0.49615 1
4.20228e-09 0.496777 0.49625 1
4.19808e-09 0.496684 0.49635 1
4.19388e-09 0.496591 0.49645 1
4.18969e-09 0.496498 0.49655 1
4.1855e-09 0.496405 0.49665 1
4.18132e-09 0.496312 0.49675 1
4.17714e-09 0.496219 0.49685 1
4.17297e-09 0.496126 0.49695 1
4.1688e-09 0.496033 0.49705 1
4.16463e-09 0.49594 0.49715 1
4.16047e-09 0.495847 0.49725 1
4.15631e-09 0.495753 0.49735 1
4.15216e-09 0.49566 0.49745 1
4.14801e-09 0.495567 0.49755 1
4.14386e-09 0.495474 0.49765 1
4.13972e-09 0.495381 0.49775 1
4.13558e-09 0.495288 0.49785 1
4.13145e-09 0.495195 0.49795 1
4.12732e-09 0.495102 0.49805 1
4.1232e-09 0.495009 0.49815 1
4.11908e-09 0.494916 0.49825 1
4.11496e-09 0.494822 0.49835 1
4.11085e-09 0.494729 0.49845 1
4.10674e-09 0.494636 0.49855 1
4.10263e-09 0.494543 0.49865 1
4.09853e-09 0.49445 0.49875 1
4.09444e-09 0.494357 0.49885 1
4.09035e-09 0.494263 0.49895 1
4.08626e-09 0.49417 0.49905 1
4.08217e-09 0.494077 0.49915 1
4.07809e-09 0.493984 0.49925 1
4.07402e-09 0.493891 0.49935 1
4.06995e-09 0.493798 0.49945 1
4.06588e-09 0.493704 0.49955 1
4.06182e-09 0.493611 0.49965 1
4.05776e-09 0.493518 0.49975 1
4.0537e-09 0.493425 0.49985 1
4.04965e-09 0.493331 0.49995 1
4.0456e-09 0.493238 0.50005 1
4.04156e-09 0.493145 0.50015 1
4.03752e-09 0.493052 0.50025 1
4.03348e-09 0.492958 0.50035 1
4.02945e-09 0.492865 0.50045 1
4.02543e-09 0.492772 0.50055 1
4.0214e-09 0.492678 0.50065 1
4.01738e-09 0.492585 0.50075 1
4.01337e-09 0.492492 0.50085 1
4.00936e-09 0.492399 0.50095 1
4.00535e-09 0.492305 0.50105 1
4.00135e-09 0.492212 0.50115 1
3.99735e-09 0.492119 0.50125 1
3.99336e-09 0.492025 0.50135 1
3.98936e-09 0.491932 0.50145 1
3.98538e-09 0.491839 0.50155 1
3.98139e-09 0.491745 0.50165 1
3.97742e-09 0.491652 0.50175 1
3.97344e-09 0.491559 0.50185 1
3.96947e-09 0.491465 0.50195 1
3.9655e-09 0.491372 0.50205 1
3.96154e-09 0.491278 0.50215 1
3.95758e-09 0.491185 0.50225 1
3.95362e-09 0.491092 0.50235 1
3.94967e-09 0.490998 0.50245 1
3.94573e-09 0.490905 0.50255 1
3.94178e-09 0.490811 0.50265 1
3.93784e-09 0.490718 0.50275 1
3.93391e-09 0.490624 0.50285 1
3.92998e-09 0.490531 0.50295 1
3.92605e-09 0.490438 0.50305 1
3.92212e-09 0.490344 0.50315 1
3.91821e-09 0.490251 0.50325 1
3.91429e-09 0.490157 0.50335 1
3.91038e-09 0.490064 0.50345 1
3.90647e-09 0.48997 0.50355 1
3.90257e-09 0.489877 0.50365 1
3.89866e-09 0.489783 0.50375 1
3.89477e-09 0.48969 0.50385 1
3.89088e-09 0.489596 0.50395 1
3.88699e-09 0.489503 0.50405 1
3.8831e-09 0.489409 0.50415 1
3.87922e-09 0.489316 0.50425 1
3.87535e-09 0.489222 0.50435 1
3.87147e-09 0.489129 0.50445 1
3.8676e-09 0.489035 0.50455 1
3.86374e-09 0.488942 0.50465 1
3.85988e-09 0.488848 0.50475 1
3.85602e-09 0.488754 0.50485 1
3.85217e-09 0.488661 0.50495 1
3.84832e-09 0.488567 0.505049 1
3.84447e-09 0.488474 0.505149 1
3.84063e-09 0.48838 0.505249 1
3.83679e-09 0.488287 0.505349 1
3.83295e-09 0.488193 0.505449 1
3.82912e-09 0.488099 0.505549 1
3.8253e-09 0.488006 0.505649 1
3.82147e-09 0.487912 0.505749 1
3.81765e-09 0.487818 0.505849 1
3.81384e-09 0.487725 0.505949 1
3.81003e-09 0.487631 0.506049 1
3.80622e-09 0.487538 0.506149 1
3.80242e-09 0.487444 0.506249 1
3.79862e-09 0.48735 0.506349 1
3.79482e-09 0.487257 0.506449 1
3.79103e-09 0.487163 0.506549 1
3.78724e-09 0.487069 0.506649 1
3.78345e-09 0.486975 0.506749 1
3.77967e-09 0.486882 0.506849 1
3.77589e-09 0.486788 0.506949 1
3.77212e-09 0.486694 0.507049 1
3.76835e-09 0.486601 0.507149 1
3.76459e-09 0.486507 0.507249 1
3.76082e-09 0.486413 0.507349 1
3.75706e-09 0.48632 0.507449 1
3.75331e-09 0.486226 0.507549 1
3.74956e-09 0.486132 0.507649 1
3.74581e-09 0.486038 0.507749 1
3.74207e-09 0.485945 0.507849 1
3.73833e-09 0.485851 0.507949 1
3.73459e-09 0.485757 0.508049 1
3.73086e-09 0.485663 0.508149 1
3.72713e-09 0.485569 0.508249 1
3.72341e-09 0.485476 0.508349 1
3.71968e-09 0.485382 0.508449 1
3.71597e-09 0.485288 0.508549 1
3.71225e-09 0.485194 0.508649 1
3.70854e-09 0.4851 0.508749 1
3.70484e-09 0.485007 0.508849 1
3.70113e-09 0.484913 0.508949 1
3.69744e-09 0.484819 0.509049 1
3.69374e-09 0.484725 0.509149 1
3.69005e-09 0.484631 0.509249 1
3.68636e-09 0.484537 0.509349 1
3.68268e-09 0.484444 0.509449 1
3.679e-09 0.48435 0.509549 1
3.67532e-09 0.484256 0.509649 1
3.67165e-09 0.484162 0.509749 1
3.66798e-09 0.484068 0.509849 1
3.66431e-09 0.483974 0.509949 1
3.66065e-09 0.48388 0.510049 1
3.65699e-09 0.483787 0.510149 1
3.65334e-09 0.483693 0.510249 1
3.64968e-09 0.483599 0.510349 1
3.64604e-09 0.483505 0.510449 1
3.64239e-09 0.483411 0.510549 1
3.63875e-09 0.483317 0.510649 1
3.63512e-09 0.483223 0.510749 1
3.63148e-09 0.483129 0.510849 1
3.62785e-09 0.483035 0.510949 1
3.62423e-09 0.482941 0.511049 1
3.62061e-09 0.482847 0.511149 1
3.61699e-09 0.482753 0.511249 1
3.61337e-09 0.482659 0.511349 1
3.60976e-09 0.482565 0.511449 1
3.60615e-09 0.482471 0.511549 1
3.60255e-09 0.482377 0.511649 1
3.59895e-09 0.482283 0.511749 1
3.59535e-09 0.482189 0.511849 1
3.59176e-09 0.482095 0.511949 1
3.58817e-09 0.482001 0.512049 1
3.58458e-09 0.481907 0.512149 1
3.581e-09 0.481813 0.512249 1
3.57742e-09 0.481719 0.512349 1
3.57385e-09 0.481625 0.512449 1
3.57028e-09 0.481531 0.512549 1
3.56671e-09 0.481437 0.512649 1
3.56314e-09 0.481343 0.512749 1
3.55958e-09 0.481249 0.512849 1
3.55603e-09 0.481155 0.512949 1
3.55247e-09 0.481061 0.513049 1
3.54892e-09 0.480967 0.513149 1
3.54537e-09 0.480873 0.513249 1
3.54183e-09 0.480779 0.513349 1
3.53829e-09 0.480685 0.513449 1
3.53475e-09 0.48059 0.513549 1
3.53122e-09 0.480496 0.513649 1
3.52769e-09 0.480402 0.513749 1
3.52417e-09 0.480308 0.513849 1
3.52065e-09 0.480214 0.513949 1
3.51713e-09 0.48012 0.514049 1
3.51361e-09 0.480026 0.514149 1
3.5101e-09 0.479932 0.514249 1
3.50659e-09 0.479837 0.514349 1
3.50309e-09 0.479743 0.514449 1
3.49959e-09 0.479649 0.514549 1
3.49609e-09 0.479555 0.514649 1
3.4926e-09 0.479461 0.514749 1
3.4891e-09 0.479367 0.514849 1
3.48562e-09 0.479272 0.514949 1
3.48213e-09 0.479178 0.515048 1
3.47865e-09 0.479084 0.515148 1
3.47518e-09 0.47899 0.515248 1
3.4717e-09 0.478896 0.515348 1
3.46824e-09 0.478801 0.515448 1
3.46477e-09 0.478707 0.515548 1
3.46131e-09 0.478613 0.515648 1
3.45785e-09 0.478519 0.515748 1
3.45439e-09 0.478425 0.515848 1
3.45094e-09 0.47833 0.515948 1
3.44749e-09 0.478236 0.516048 1
3.44404e-09 0.478142 0.516148 1
3.4406e-09 0.478048 0.516248 1
3.43716e-09 0.477953 0.516348 1
3.43373e-09 0.477859 0.516448 1
3.4303e-09 0.477765 0.516548 1
3.42687e-09 0.477671 0.516648 1
3.42344e-09 0.477576 0.516748 1
3.42002e-09 0.477482 0.516848 1
3.4166e-09 0.477388 0.516948 1
3.41319e-09 0.477293 0.517048 1
3.40978e-09 0.477199 0.517148 1
3.40637e-09 0.477105 0.517248 1
3.40297e-09 0.47701 0.517348 1
3.39957e-09 0.476916 0.517448 1
3.39617e-09 0.476822 0.517548 1
3.39277e-09 0.476727 0.517648 1
3.38938e-09 0.476633 0.517748 1
3.386e-09 0.476539 0.517848 1
3.38261e-09 0.476444 0.517948 1
3.37923e-09 0.47635 0.518048 1
3.37585e-09 0.476256 0.518148 1
3.37248e-09 0.476161 0.518248 1
3.36911e-09 0.476067 0.518348 1
3.36574e-09 0.475973 0.518448 1
3.36238e-09 0.475878 0.518548 1
3.35902e-09 0.475784 0.518648 1
3.35566e-09 0.475689 0.518748 1
3.35231e-09 0.475595 0.518848 1
3.34896e-09 0.475501 0.518948 1
3.34561e-09 0.475406 0.519048 1
3.34227e-09 0.475312 0.519148 1
3.33893e-09 0.475217 0.519248 1
3.33559e-09 0.475123 0.519348 1
3.33226e-09 0.475028 0.519448 1
3.32893e-09 0.474934 0.519548 1
3.3256e-09 0.47484 0.519648 1
3.32228e-09 0.474745 0.519748 1
3.31896e-09 0.474651 0.519848 1
3.31564e-09 0.474556 0.519948 1
3.31233e-09 0.474462 0.520048 1
3.30901e-09 0.474367 0.520148 1
3.30571e-09 0.474273 0.520248 1
3.3024e-09 0.474178 0.520348 1
3.2991e-09 0.474084 0.520448 1
3.29581e-09 0.473989 0.520548 1
3.29251e-09 0.473895 0.520648 1
3.28922e-09 0.4738 0.520748 1
3.28594e-09 0.473706 0.520848 1
3.28265e-09 0.473611 0.520948 1
3.27937e-09 0.473517 0.521048 1
3.27609e-09 0.473422 0.521148 1
3.27282e-09 0.473328 0.521248 1
3.26955e-09 0.473233 0.521348 1
3.26628e-09 0.473139 0.521448 1
3.26302e-09 0.473044 0.521548 1
3.25976e-09 0.472949 0.521648 1
3.2565e-09 0.472855 0.521748 1
3.25324e-09 0.47276 0.521848 1
3.24999e-09 0.472666 0.521948 1
3.24674e-09 0.472571 0.522048 1
3.2435e-09 0.472477 0.522148 1
3.24026e-09 0.472382 0.522248 1
3.23702e-09 0.472287 0.522348 1
3.23378e-09 0.472193 0.522448 1
3.23055e-09 0.472098 0.522548 1
3.22732e-09 0.472004 0.522648 1
3.2241e-09 0.471909 0.522748 1
3.22088e-09 0.471814 0.522848 1
3.21766e-09 0.47172 0.522948 1
3.21444e-09 0.471625 0.523048 1
3.21123e-09 0.47153 0.523148 1
3.20802e-09 0.471436 0.523248 1
3.20481e-09 0.471341 0.523348 1
3.20161e-09 0.471246 0.523448 1
3.19841e-09 0.471152 0.523548 1
3.19521e-09 0.471057 0.523648 1
3.19202e-09 0.470963 0.523748 1
3.18883e-09 0.470868 0.523848 1
3.18564e-09 0.470773 0.523948 1
3.18246e-09 0.470678 0.524048 1
3.17928e-09 0.470584 0.524148 1
3.1761e-09 0.470489 0.524248 1
3.17293e-09 0.470394 0.524348 1
3.16976e-09 0.4703 0.524448 1
3.16659e-09 0.470205 0.524548 1
3.16342e-09 0.47011 0.524648 1
3.16026e-09 0.470016 0.524748 1
3.1571e-09 0.469921 0.524848 1
3.15395e-09 0.469826 0.524948 1
3.1508e-09 0.469731 0.525047 1
3.14765e-09 0.469637 0.525147 1
3.1445e-09 0.469542 0.525247 1
3.14136e-09 0.469447 0.525347 1
3.13822e-09 0.469352 0.525447 1
3.13508e-09 0.469258 0.525547 1
3.13195e-09 0.469163 0.525647 1
3.12882e-09 0.469068 0.525747 1
3.12569e-09 0.468973 0.525847 1
3.12257e-09 0.468878 0.525947 1
3.11945e-09 0.468784 0.526047 1
3.11633e-09 0.468689 0.526147 1
3.11322e-09 0.468594 0.526247 1
3.11011e-09 0.468499 0.526347 1
3.107e-09 0.468404 0.526447 1
3.10389e-09 0.46831 0.526547 1
3.10079e-09 0.468215 0.526647 1
3.09769e-09 0.46812 0.526747 1
3.0946e-09 0.468025 0.526847 1
3.0915e-09 0.46793 0.526947 1
3.08841e-09 0.467835 0.527047 1
3.08533e-09 0.467741 0.527147 1
3.08224e-09 0.467646 0.527247 1
3.07916e-09 0.467551 0.527347 1
3.07609e-09 0.467456 0.527447 1
3.07301e-09 0.467361 0.527547 1
3.06994e-09 0.467266 0.527647 1
3.06687e-09 0.467171 0.527747 1
3.06381e-09 0.467077 0.527847 1
3.06075e-09 0.466982 0.527947 1
3.05769e-09 0.466887 0.528047 1
3.05463e-09 0.466792 0.528147 1
3.05158e-09 0.466697 0.528247 1
3.04853e-09 0.466602 0.528347 1
3.04548e-09 0.466507 0.528447 1
3.04244e-09 0.466412 0.528547 1
3.0394e-09 0.466317 0.528647 1
3.03636e-09 0.466222 0.528747 1
3.03332e-09 0.466127 0.528847 1
3.03029e-09 0.466032 0.528947 1
3.02726e-09 0.465938 0.529047 1
3.02424e-09 0.465843 0.529147 1
3.02122e-09 0.465748 0.529247 1
3.0182e-09 0.465653 0.529347 1
3.01518e-09 0.465558 0.529447 1
3.01217e-09 0.465463 0.529547 1
3.00916e-09 0.465368 0.529647 1
3.00615e-09 0.465273 0.529747 1
3.00315e-09 0.465178 0.529847 1
3.00014e-09 0.465083 0.529947 1
2.99715e-09 0.464988 0.530047 1
2.99415e-09 0.464893 0.530147 1
2.99116e-09 0.464798 0.530247 1
2.98817e-09 0.464703 0.530347 1
2.98518e-09 0.464608 0.530447 1
2.9822e-09 0.464513 0.530547 1
2.97922e-09 0.464418 0.530647 1
2.97624e-09 0.464323 0.530747 1
2.97327e-09 0.464228 0.530847 1
2.9703e-09 0.464133 0.530947 1
2.96733e-09 0.464038 0.531047 1
2.96436e-09 0.463943 0.531147 1
2.9614e-09 0.463848 0.531247 1
2.95844e-09 0.463752 0.531347 1
2.95548e-09 0.463657 0.531447 1
2.95253e-09 0.463562 0.531547 1
2.94958e-09 0.463467 0.531647 1
2.94663e-09 0.463372 0.531747 1
2.94369e-09 0.463277 0.531847 1
2.94074e-09 0.463182 0.531947 1
2.9378e-09 0.463087 0.532047 1
2.93487e-09 0.462992 0.532147 1
2.93194e-09 0.462897 0.532247 1
2.929e-09 0.462802 0.532347 1
2.92608e-09 0.462706 0.532447 1
2.92315e-09 0.462611 0.532547 1
2.92023e-09 0.462516 0.532647 1
2.91731e-09 0.462421 0.532747 1
2.9144e-09 0.462326 0.532847 1
2.91149e-09 0.462231 0.532947 1
2.90858e-09 0.462136 0.533047 1
2.90567e-09 0.462041 0.533147 1
2.90276e-09 0.461945 0.533247 1
2.89986e-09 0.46185 0.533347 1
2.89697e-09 0.461755 0.533447 1
2.89407e-09 0.46166 0.533547 1
2.89118e-09 0.461565 0.533647 1
2.88829e-09 0.46147 0.533747 1
2.8854e-09 0.461374 0.533847 1
2.88252e-09 0.461279 0.533947 1
2.87964e-09 0.461184 0.534047 1
2.87676e-09 0.461089 0.534147 1
2.87388e-09 0.460994 0.534247 1
2.87101e-09 0.460898 0.534347 1
2.86814e-09 0.460803 0.534447 1
2.86528e-09 0.460708 0.534547 1
2.86241e-09 0.460613 0.534647 1
2.85955e-09 0.460518 0.534747 1
2.85669e-09 0.460422 0.534847 1
2.85384e-09 0.460327 0.534947 1
2.85099e-09 0.460232 0.535046 1
2.84814e-09 0.460137 0.535146 1
2.84529e-09 0.460041 0.535246 1
2.84245e-09 0.459946 0.535346 1
2.83961e-09 0.459851 0.535446 1
2.83677e-09 0.459756 0.535546 1
2.83393e-09 0.45966 0.535646 1
2.8311e-09 0.459565 0.535746 1
2.82827e-09 0.45947 0.535846 1
2.82545e-09 0.459375 0.535946 1
2.82262e-09 0.459279 0.536046 1
2.8198e-09 0.459184 0.536146 1
2.81698e-09 0.459089 0.536246 1
2.81417e-09 0.458993 0.536346 1
2.81136e-09 0.458898 0.536446 1
2.80855e-09 0.458803 0.536546 1
2.80574e-09 0.458707 0.536646 1
2.80294e-09 0.458612 0.536746 1
2.80013e-09 0.458517 0.536846 1
2.79734e-09 0.458421 0.536946 1
2.79454e-09 0.458326 0.537046 1
2.79175e-09 0.458231 0.537146 1
2.78896e-09 0.458135 0.537246 1
2.78617e-09 0.45804 0.537346 1
2.78339e-09 0.457945 0.537446 1
2.7806e-09 0.457849 0.537546 1
2.77782e-09 0.457754 0.537646 1
2.77505e-09 0.457659 0.537746 1
2.77227e-09 0.457563 0.537846 1
2.7695e-09 0.457468 0.537946 1
2.76674e-09 0.457373 0.538046 1
2.76397e-09 0.457277 0.538146 1
2.76121e-09 0.457182 0.538246 1
2.75845e-09 0.457086 0.538346 1
2.75569e-09 0.456991 0.538446 1
2.75294e-09 0.456896 0.538546 1
2.75019e-09 0.4568 0.538646 1
2.74744e-09 0.456705 0.538746 1
2.74469e-09 0.456609 0.538846 1
2.74195e-09 0.456514 0.538946 1
2.73921e-09 0.456419 0.539046 1
2.73647e-09 0.456323 0.539146 1
2.73374e-09 0.456228 0.539246 1
2.73101e-09 0.456132 0.539346 1
2.72828e-09 0.456037 0.539446 1
2.72555e-09 0.455941 0.539546 1
2.72283e-09 0.455846 0.539646 1
2.7201e-09 0.45575 0.539746 1
2.71739e-09 0.455655 0.539846 1
2.71467e-09 0.455559 0.539946 1
2.71196e-09 0.455464 0.540046 1
2.70925e-09 0.455369 0.540146 1
2.70654e-09 0.455273 0.540246 1
2.70383e-09 0.455178 0.540346 1
2.70113e-09 0.455082 0.540446 1
2.69843e-09 0.454987 0.540546 1
2.69574e-09 0.454891 0.540646 1
2.69304e-09 0.454796 0.540746 1
2.69035e-09 0.4547 0.540846 1
2.68766e-09 0.454605 0.540946 1
2.68498e-09 0.454509 0.541046 1
2.68229e-09 0.454414 0.541146 1
2.67961e-09 0.454318 0.541246 1
2.67693e-09 0.454223 0.541346 1
2.67426e-09 0.454127 0.541446 1
2.67159e-09 0.454031 0.541546 1
2.66892e-09 0.453936 0.541646 1
2.66625e-09 0.45384 0.541746 1
2.66358e-09 0.453745 0.541846 1
2.66092e-09 0.453649 0.541946 1
2.65826e-09 0.453554 0.542046 1
2.65561e-09 0.453458 0.542146 1
2.65295e-09 0.453363 0.542246 1
2.6503e-09 0.453267 0.542346 1
2.64765e-09 0.453171 0.542446 1
2.645e-09 0.453076 0.542546 1
2.64236e-09 0.45298 0.542646 1
2.63972e-09 0.452885 0.542746 1
2.63708e-09 0.452789 0.542846 1
2.63445e-09 0.452693 0.542946 1
2.63181e-09 0.452598 0.543046 1
2.62918e-09 0.452502 0.543146 1
2.62656e-09 0.452407 0.543246 1
2.62393e-09 0.452311 0.543346 1
