 v_i      u      x      Error   
1.00314e-07 0.654036 0.178982 1
1.00214e-07 0.654103 0.179082 1
1.00114e-07 0.65417 0.179182 1
1.00014e-07 0.654236 0.179282 1
9.9914e-08 0.654303 0.179382 1
9.98141e-08 0.654369 0.179482 1
9.97144e-08 0.654435 0.179582 1
9.96147e-08 0.654501 0.179682 1
9.95152e-08 0.654567 0.179782 1
9.94157e-08 0.654632 0.179882 1
9.93164e-08 0.654698 0.179982 1
9.92171e-08 0.654763 0.180082 1
9.9118e-08 0.654828 0.180182 1
9.90189e-08 0.654893 0.180282 1
9.89199e-08 0.654958 0.180382 1
9.88211e-08 0.655022 0.180482 1
9.87223e-08 0.655087 0.180582 1
9.86236e-08 0.655151 0.180682 1
9.85251e-08 0.655215 0.180782 1
9.84266e-08 0.655279 0.180882 1
9.83283e-08 0.655343 0.180982 1
9.823e-08 0.655406 0.181082 1
9.81318e-08 0.65547 0.181182 1
9.80337e-08 0.655533 0.181282 1
9.79358e-08 0.655596 0.181382 1
9.78379e-08 0.655659 0.181482 1
9.77401e-08 0.655722 0.181582 1
9.76424e-08 0.655784 0.181682 1
9.75448e-08 0.655847 0.181782 1
9.74474e-08 0.655909 0.181882 1
9.735e-08 0.655971 0.181982 1
9.72527e-08 0.656033 0.182082 1
9.71555e-08 0.656095 0.182182 1
9.70584e-08 0.656157 0.182282 1
9.69614e-08 0.656218 0.182382 1
9.68645e-08 0.656279 0.182482 1
9.67677e-08 0.656341 0.182582 1
9.6671e-08 0.656402 0.182682 1
9.65744e-08 0.656462 0.182782 1
9.64778e-08 0.656523 0.182882 1
9.63814e-08 0.656584 0.182982 1
9.62851e-08 0.656644 0.183082 1
9.61889e-08 0.656704 0.183182 1
9.60927e-08 0.656764 0.183282 1
9.59967e-08 0.656824 0.183382 1
9.59008e-08 0.656884 0.183482 1
9.58049e-08 0.656943 0.183582 1
9.57092e-08 0.657003 0.183682 1
9.56135e-08 0.657062 0.183782 1
9.5518e-08 0.657121 0.183882 1
9.54225e-08 0.65718 0.183982 1
9.53271e-08 0.657239 0.184082 1
9.52319e-08 0.657297 0.184182 1
9.51367e-08 0.657356 0.184282 1
9.50416e-08 0.657414 0.184382 1
9.49466e-08 0.657472 0.184482 1
9.48517e-08 0.65753 0.184582 1
9.47569e-08 0.657588 0.184682 1
9.46622e-08 0.657646 0.184782 1
9.45676e-08 0.657703 0.184882 1
9.44731e-08 0.657761 0.184982 1
9.43787e-08 0.657818 0.185081 1
9.42844e-08 0.657875 0.185181 1
9.41902e-08 0.657932 0.185281 1
9.4096e-08 0.657988 0.185381 1
9.4002e-08 0.658045 0.185481 1
9.3908e-08 0.658101 0.185581 1
9.38142e-08 0.658158 0.185681 1
9.37204e-08 0.658214 0.185781 1
9.36268e-08 0.65827 0.185881 1
9.35332e-08 0.658325 0.185981 1
9.34397e-08 0.658381 0.186081 1
9.33463e-08 0.658437 0.186181 1
9.3253e-08 0.658492 0.186281 1
9.31598e-08 0.658547 0.186381 1
9.30667e-08 0.658602 0.186481 1
9.29737e-08 0.658657 0.186581 1
9.28808e-08 0.658712 0.186681 1
9.2788e-08 0.658766 0.186781 1
9.26953e-08 0.65882 0.186881 1
9.26026e-08 0.658875 0.186981 1
9.25101e-08 0.658929 0.187081 1
9.24176e-08 0.658983 0.187181 1
9.23253e-08 0.659036 0.187281 1
9.2233e-08 0.65909 0.187381 1
9.21408e-08 0.659144 0.187481 1
9.20487e-08 0.659197 0.187581 1
9.19567e-08 0.65925 0.187681 1
9.18648e-08 0.659303 0.187781 1
9.1773e-08 0.659356 0.187881 1
9.16813e-08 0.659409 0.187981 1
9.15897e-08 0.659461 0.188081 1
9.14981e-08 0.659513 0.188181 1
9.14067e-08 0.659566 0.188281 1
9.13153e-08 0.659618 0.188381 1
9.12241e-08 0.65967 0.188481 1
9.11329e-08 0.659722 0.188581 1
9.10418e-08 0.659773 0.188681 1
9.09508e-08 0.659825 0.188781 1
9.08599e-08 0.659876 0.188881 1
9.07691e-08 0.659927 0.188981 1
9.06784e-08 0.659978 0.189081 1
9.05878e-08 0.660029 0.189181 1
9.04973e-08 0.66008 0.189281 1
9.04068e-08 0.66013 0.189381 1
9.03165e-08 0.660181 0.189481 1
9.02262e-08 0.660231 0.189581 1
9.0136e-08 0.660281 0.189681 1
9.0046e-08 0.660331 0.189781 1
8.9956e-08 0.660381 0.189881 1
8.98661e-08 0.660431 0.189981 1
8.97763e-08 0.66048 0.190081 1
8.96865e-08 0.660529 0.190181 1
8.95969e-08 0.660579 0.190281 1
8.95074e-08 0.660628 0.190381 1
8.94179e-08 0.660677 0.190481 1
8.93285e-08 0.660725 0.190581 1
8.92393e-08 0.660774 0.190681 1
8.91501e-08 0.660823 0.190781 1
8.9061e-08 0.660871 0.190881 1
8.8972e-08 0.660919 0.190981 1
8.88831e-08 0.660967 0.191081 1
8.87942e-08 0.661015 0.191181 1
8.87055e-08 0.661063 0.191281 1
8.86168e-08 0.66111 0.191381 1
8.85283e-08 0.661158 0.191481 1
8.84398e-08 0.661205 0.191581 1
8.83514e-08 0.661252 0.191681 1
8.82631e-08 0.661299 0.191781 1
8.81749e-08 0.661346 0.191881 1
8.80868e-08 0.661393 0.191981 1
8.79987e-08 0.661439 0.192081 1
8.79108e-08 0.661486 0.192181 1
8.78229e-08 0.661532 0.192281 1
8.77352e-08 0.661578 0.192381 1
8.76475e-08 0.661624 0.192481 1
8.75599e-08 0.66167 0.192581 1
8.74724e-08 0.661716 0.192681 1
8.7385e-08 0.661761 0.192781 1
8.72976e-08 0.661807 0.192881 1
8.72104e-08 0.661852 0.192981 1
8.71232e-08 0.661897 0.193081 1
8.70362e-08 0.661942 0.193181 1
8.69492e-08 0.661987 0.193281 1
8.68623e-08 0.662031 0.193381 1
8.67755e-08 0.662076 0.193481 1
8.66887e-08 0.66212 0.193581 1
8.66021e-08 0.662165 0.193681 1
8.65156e-08 0.662209 0.193781 1
8.64291e-08 0.662253 0.193881 1
8.63427e-08 0.662296 0.193981 1
8.62564e-08 0.66234 0.194081 1
8.61702e-08 0.662384 0.194181 1
8.60841e-08 0.662427 0.194281 1
8.59981e-08 0.66247 0.194381 1
8.59121e-08 0.662513 0.194481 1
8.58263e-08 0.662556 0.194581 1
8.57405e-08 0.662599 0.194681 1
8.56548e-08 0.662642 0.194781 1
8.55692e-08 0.662684 0.194881 1
8.54837e-08 0.662727 0.194981 1
8.53982e-08 0.662769 0.19508 1
8.53129e-08 0.662811 0.19518 1
8.52276e-08 0.662853 0.19528 1
8.51425e-08 0.662895 0.19538 1
8.50574e-08 0.662936 0.19548 1
8.49724e-08 0.662978 0.19558 1
8.48874e-08 0.663019 0.19568 1
8.48026e-08 0.66306 0.19578 1
8.47178e-08 0.663102 0.19588 1
8.46332e-08 0.663142 0.19598 1
8.45486e-08 0.663183 0.19608 1
8.44641e-08 0.663224 0.19618 1
8.43797e-08 0.663264 0.19628 1
8.42954e-08 0.663305 0.19638 1
8.42111e-08 0.663345 0.19648 1
8.4127e-08 0.663385 0.19658 1
8.40429e-08 0.663425 0.19668 1
8.39589e-08 0.663465 0.19678 1
8.3875e-08 0.663505 0.19688 1
8.37911e-08 0.663544 0.19698 1
8.37074e-08 0.663584 0.19708 1
8.36238e-08 0.663623 0.19718 1
8.35402e-08 0.663662 0.19728 1
8.34567e-08 0.663701 0.19738 1
8.33733e-08 0.66374 0.19748 1
8.329e-08 0.663779 0.19758 1
8.32067e-08 0.663817 0.19768 1
8.31236e-08 0.663856 0.19778 1
8.30405e-08 0.663894 0.19788 1
8.29575e-08 0.663932 0.19798 1
8.28746e-08 0.66397 0.19808 1
8.27918e-08 0.664008 0.19818 1
8.2709e-08 0.664046 0.19828 1
8.26264e-08 0.664083 0.19838 1
8.25438e-08 0.664121 0.19848 1
8.24613e-08 0.664158 0.19858 1
8.23789e-08 0.664196 0.19868 1
8.22965e-08 0.664233 0.19878 1
8.22143e-08 0.66427 0.19888 1
8.21321e-08 0.664306 0.19898 1
8.20501e-08 0.664343 0.19908 1
8.19681e-08 0.664379 0.19918 1
8.18861e-08 0.664416 0.19928 1
8.18043e-08 0.664452 0.19938 1
8.17225e-08 0.664488 0.19948 1
8.16409e-08 0.664524 0.19958 1
8.15593e-08 0.66456 0.19968 1
8.14778e-08 0.664596 0.19978 1
8.13963e-08 0.664631 0.19988 1
8.1315e-08 0.664667 0.19998 1
8.12337e-08 0.664702 0.20008 1
8.11525e-08 0.664737 0.20018 1
8.10714e-08 0.664772 0.20028 1
8.09904e-08 0.664807 0.20038 1
8.09095e-08 0.664842 0.20048 1
8.08286e-08 0.664876 0.20058 1
8.07478e-08 0.664911 0.20068 1
8.06671e-08 0.664945 0.20078 1
8.05865e-08 0.66498 0.20088 1
8.0506e-08 0.665014 0.20098 1
8.04255e-08 0.665048 0.20108 1
8.03451e-08 0.665081 0.20118 1
8.02648e-08 0.665115 0.20128 1
8.01846e-08 0.665149 0.20138 1
8.01045e-08 0.665182 0.20148 1
8.00244e-08 0.665215 0.20158 1
7.99445e-08 0.665248 0.20168 1
7.98646e-08 0.665281 0.20178 1
7.97847e-08 0.665314 0.20188 1
7.9705e-08 0.665347 0.20198 1
7.96253e-08 0.66538 0.20208 1
7.95458e-08 0.665412 0.20218 1
7.94663e-08 0.665445 0.20228 1
7.93869e-08 0.665477 0.20238 1
7.93075e-08 0.665509 0.20248 1
7.92283e-08 0.665541 0.20258 1
7.91491e-08 0.665573 0.20268 1
7.907e-08 0.665604 0.20278 1
7.89909e-08 0.665636 0.20288 1
7.8912e-08 0.665667 0.20298 1
7.88331e-08 0.665699 0.20308 1
7.87544e-08 0.66573 0.20318 1
7.86756e-08 0.665761 0.20328 1
7.8597e-08 0.665792 0.20338 1
7.85185e-08 0.665823 0.20348 1
7.844e-08 0.665853 0.20358 1
7.83616e-08 0.665884 0.20368 1
7.82833e-08 0.665914 0.20378 1
7.82051e-08 0.665944 0.20388 1
7.81269e-08 0.665974 0.20398 1
7.80488e-08 0.666004 0.20408 1
7.79708e-08 0.666034 0.20418 1
7.78929e-08 0.666064 0.20428 1
7.7815e-08 0.666094 0.20438 1
7.77373e-08 0.666123 0.20448 1
7.76596e-08 0.666152 0.20458 1
7.7582e-08 0.666182 0.20468 1
7.75044e-08 0.666211 0.20478 1
7.7427e-08 0.66624 0.20488 1
7.73496e-08 0.666269 0.20498 1
7.72723e-08 0.666297 0.205079 1
7.71951e-08 0.666326 0.205179 1
7.71179e-08 0.666354 0.205279 1
7.70408e-08 0.666383 0.205379 1
7.69639e-08 0.666411 0.205479 1
7.68869e-08 0.666439 0.205579 1
7.68101e-08 0.666467 0.205679 1
7.67333e-08 0.666495 0.205779 1
7.66566e-08 0.666522 0.205879 1
7.658e-08 0.66655 0.205979 1
7.65035e-08 0.666577 0.206079 1
7.6427e-08 0.666604 0.206179 1
7.63507e-08 0.666632 0.206279 1
7.62744e-08 0.666659 0.206379 1
7.61981e-08 0.666686 0.206479 1
7.6122e-08 0.666712 0.206579 1
7.60459e-08 0.666739 0.206679 1
7.59699e-08 0.666766 0.206779 1
7.5894e-08 0.666792 0.206879 1
7.58181e-08 0.666818 0.206979 1
7.57424e-08 0.666844 0.207079 1
7.56667e-08 0.66687 0.207179 1
7.5591e-08 0.666896 0.207279 1
7.55155e-08 0.666922 0.207379 1
7.544e-08 0.666948 0.207479 1
7.53646e-08 0.666973 0.207579 1
7.52893e-08 0.666999 0.207679 1
7.52141e-08 0.667024 0.207779 1
7.51389e-08 0.667049 0.207879 1
7.50638e-08 0.667074 0.207979 1
7.49888e-08 0.667099 0.208079 1
7.49138e-08 0.667124 0.208179 1
7.4839e-08 0.667148 0.208279 1
7.47642e-08 0.667173 0.208379 1
7.46895e-08 0.667197 0.208479 1
7.46148e-08 0.667222 0.208579 1
7.45402e-08 0.667246 0.208679 1
7.44657e-08 0.66727 0.208779 1
7.43913e-08 0.667294 0.208879 1
7.4317e-08 0.667317 0.208979 1
7.42427e-08 0.667341 0.209079 1
7.41685e-08 0.667365 0.209179 1
7.40944e-08 0.667388 0.209279 1
7.40203e-08 0.667411 0.209379 1
7.39464e-08 0.667434 0.209479 1
7.38725e-08 0.667457 0.209579 1
7.37986e-08 0.66748 0.209679 1
7.37249e-08 0.667503 0.209779 1
7.36512e-08 0.667526 0.209879 1
7.35776e-08 0.667548 0.209979 1
7.3504e-08 0.667571 0.210079 1
7.34306e-08 0.667593 0.210179 1
7.33572e-08 0.667615 0.210279 1
7.32839e-08 0.667637 0.210379 1
7.32106e-08 0.667659 0.210479 1
7.31375e-08 0.667681 0.210579 1
7.30644e-08 0.667703 0.210679 1
7.29914e-08 0.667724 0.210779 1
7.29184e-08 0.667746 0.210879 1
7.28455e-08 0.667767 0.210979 1
7.27727e-08 0.667788 0.211079 1
7.27e-08 0.667809 0.211179 1
7.26274e-08 0.66783 0.211279 1
7.25548e-08 0.667851 0.211379 1
7.24823e-08 0.667872 0.211479 1
7.24098e-08 0.667893 0.211579 1
7.23375e-08 0.667913 0.211679 1
7.22652e-08 0.667933 0.211779 1
7.21929e-08 0.667954 0.211879 1
7.21208e-08 0.667974 0.211979 1
7.20487e-08 0.667994 0.212079 1
7.19767e-08 0.668014 0.212179 1
7.19048e-08 0.668033 0.212279 1
7.18329e-08 0.668053 0.212379 1
7.17611e-08 0.668073 0.212479 1
7.16894e-08 0.668092 0.212579 1
7.16178e-08 0.668111 0.212679 1
7.15462e-08 0.66813 0.212779 1
7.14747e-08 0.668149 0.212879 1
7.14032e-08 0.668168 0.212979 1
7.13319e-08 0.668187 0.213079 1
7.12606e-08 0.668206 0.213179 1
7.11894e-08 0.668224 0.213279 1
7.11182e-08 0.668243 0.213379 1
7.10472e-08 0.668261 0.213479 1
7.09762e-08 0.668279 0.213579 1
7.09052e-08 0.668298 0.213679 1
7.08344e-08 0.668315 0.213779 1
7.07636e-08 0.668333 0.213879 1
7.06928e-08 0.668351 0.213979 1
7.06222e-08 0.668369 0.214079 1
7.05516e-08 0.668386 0.214179 1
7.04811e-08 0.668404 0.214279 1
7.04107e-08 0.668421 0.214379 1
7.03403e-08 0.668438 0.214479 1
7.027e-08 0.668455 0.214579 1
7.01998e-08 0.668472 0.214679 1
7.01296e-08 0.668489 0.214779 1
7.00595e-08 0.668505 0.214879 1
6.99895e-08 0.668522 0.214979 1
6.99196e-08 0.668539 0.215078 1
6.98497e-08 0.668555 0.215178 1
6.97799e-08 0.668571 0.215278 1
6.97101e-08 0.668587 0.215378 1
6.96405e-08 0.668603 0.215478 1
6.95709e-08 0.668619 0.215578 1
6.95013e-08 0.668635 0.215678 1
6.94319e-08 0.66865 0.215778 1
6.93625e-08 0.668666 0.215878 1
6.92932e-08 0.668681 0.215978 1
6.92239e-08 0.668697 0.216078 1
6.91547e-08 0.668712 0.216178 1
6.90856e-08 0.668727 0.216278 1
6.90166e-08 0.668742 0.216378 1
6.89476e-08 0.668757 0.216478 1
6.88787e-08 0.668771 0.216578 1
6.88099e-08 0.668786 0.216678 1
6.87411e-08 0.668801 0.216778 1
6.86724e-08 0.668815 0.216878 1
6.86038e-08 0.668829 0.216978 1
6.85352e-08 0.668843 0.217078 1
6.84667e-08 0.668857 0.217178 1
6.83983e-08 0.668871 0.217278 1
6.83299e-08 0.668885 0.217378 1
6.82616e-08 0.668899 0.217478 1
6.81934e-08 0.668912 0.217578 1
6.81253e-08 0.668926 0.217678 1
6.80572e-08 0.668939 0.217778 1
6.79892e-08 0.668952 0.217878 1
6.79212e-08 0.668966 0.217978 1
6.78533e-08 0.668979 0.218078 1
6.77855e-08 0.668991 0.218178 1
6.77178e-08 0.669004 0.218278 1
6.76501e-08 0.669017 0.218378 1
6.75825e-08 0.669029 0.218478 1
6.75149e-08 0.669042 0.218578 1
6.74475e-08 0.669054 0.218678 1
6.73801e-08 0.669066 0.218778 1
6.73127e-08 0.669079 0.218878 1
6.72455e-08 0.669091 0.218978 1
6.71782e-08 0.669102 0.219078 1
6.71111e-08 0.669114 0.219178 1
6.7044e-08 0.669126 0.219278 1
6.6977e-08 0.669137 0.219378 1
6.69101e-08 0.669149 0.219478 1
6.68432e-08 0.66916 0.219578 1
6.67764e-08 0.669171 0.219678 1
6.67097e-08 0.669183 0.219778 1
6.6643e-08 0.669194 0.219878 1
6.65764e-08 0.669204 0.219978 1
6.65099e-08 0.669215 0.220078 1
6.64434e-08 0.669226 0.220178 1
6.6377e-08 0.669236 0.220278 1
6.63107e-08 0.669247 0.220378 1
6.62444e-08 0.669257 0.220478 1
6.61782e-08 0.669267 0.220578 1
6.61121e-08 0.669278 0.220678 1
6.6046e-08 0.669288 0.220778 1
6.598e-08 0.669297 0.220878 1
6.5914e-08 0.669307 0.220978 1
6.58482e-08 0.669317 0.221078 1
6.57824e-08 0.669326 0.221178 1
6.57166e-08 0.669336 0.221278 1
6.56509e-08 0.669345 0.221378 1
6.55853e-08 0.669355 0.221478 1
6.55198e-08 0.669364 0.221578 1
6.54543e-08 0.669373 0.221678 1
6.53889e-08 0.669382 0.221778 1
6.53235e-08 0.66939 0.221878 1
6.52582e-08 0.669399 0.221978 1
6.5193e-08 0.669408 0.222078 1
6.51279e-08 0.669416 0.222178 1
6.50628e-08 0.669424 0.222278 1
6.49978e-08 0.669433 0.222378 1
6.49328e-08 0.669441 0.222478 1
6.48679e-08 0.669449 0.222578 1
6.48031e-08 0.669457 0.222678 1
6.47383e-08 0.669465 0.222778 1
6.46736e-08 0.669472 0.222878 1
6.4609e-08 0.66948 0.222978 1
6.45444e-08 0.669488 0.223078 1
6.44799e-08 0.669495 0.223178 1
6.44155e-08 0.669502 0.223278 1
6.43511e-08 0.669509 0.223378 1
6.42868e-08 0.669516 0.223478 1
6.42225e-08 0.669523 0.223578 1
6.41583e-08 0.66953 0.223678 1
6.40942e-08 0.669537 0.223778 1
6.40302e-08 0.669544 0.223878 1
6.39662e-08 0.66955 0.223978 1
6.39022e-08 0.669557 0.224078 1
6.38384e-08 0.669563 0.224178 1
6.37746e-08 0.669569 0.224278 1
6.37108e-08 0.669575 0.224378 1
6.36472e-08 0.669581 0.224478 1
6.35836e-08 0.669587 0.224578 1
6.352e-08 0.669593 0.224678 1
6.34565e-08 0.669599 0.224778 1
6.33931e-08 0.669604 0.224878 1
6.33298e-08 0.66961 0.224978 1
6.32665e-08 0.669615 0.225077 1
6.32032e-08 0.66962 0.225177 1
6.31401e-08 0.669626 0.225277 1
6.3077e-08 0.669631 0.225377 1
6.30139e-08 0.669636 0.225477 1
6.2951e-08 0.66964 0.225577 1
6.2888e-08 0.669645 0.225677 1
6.28252e-08 0.66965 0.225777 1
6.27624e-08 0.669654 0.225877 1
6.26997e-08 0.669659 0.225977 1
6.2637e-08 0.669663 0.226077 1
6.25744e-08 0.669667 0.226177 1
6.25119e-08 0.669671 0.226277 1
6.24494e-08 0.669675 0.226377 1
6.2387e-08 0.669679 0.226477 1
6.23246e-08 0.669683 0.226577 1
6.22624e-08 0.669687 0.226677 1
6.22001e-08 0.66969 0.226777 1
6.2138e-08 0.669694 0.226877 1
6.20759e-08 0.669697 0.226977 1
6.20138e-08 0.669701 0.227077 1
6.19519e-08 0.669704 0.227177 1
6.18899e-08 0.669707 0.227277 1
6.18281e-08 0.66971 0.227377 1
6.17663e-08 0.669713 0.227477 1
6.17046e-08 0.669716 0.227577 1
6.16429e-08 0.669718 0.227677 1
6.15813e-08 0.669721 0.227777 1
6.15198e-08 0.669723 0.227877 1
6.14583e-08 0.669726 0.227977 1
6.13968e-08 0.669728 0.228077 1
6.13355e-08 0.66973 0.228177 1
6.12742e-08 0.669732 0.228277 1
6.1213e-08 0.669734 0.228377 1
6.11518e-08 0.669736 0.228477 1
6.10907e-08 0.669738 0.228577 1
6.10296e-08 0.669739 0.228677 1
6.09686e-08 0.669741 0.228777 1
6.09077e-08 0.669742 0.228877 1
6.08468e-08 0.669744 0.228977 1
6.0786e-08 0.669745 0.229077 1
6.07252e-08 0.669746 0.229177 1
6.06646e-08 0.669747 0.229277 1
6.06039e-08 0.669748 0.229377 1
6.05434e-08 0.669749 0.229477 1
6.04829e-08 0.66975 0.229577 1
6.04224e-08 0.66975 0.229677 1
6.0362e-08 0.669751 0.229777 1
6.03017e-08 0.669751 0.229877 1
6.02414e-08 0.669752 0.229977 1
6.01812e-08 0.669752 0.230077 1
6.01211e-08 0.669752 0.230177 1
6.0061e-08 0.669752 0.230277 1
6.0001e-08 0.669752 0.230377 1
5.9941e-08 0.669752 0.230477 1
5.98811e-08 0.669751 0.230577 1
5.98213e-08 0.669751 0.230677 1
5.97615e-08 0.669751 0.230777 1
5.97017e-08 0.66975 0.230877 1
5.96421e-08 0.669749 0.230977 1
5.95825e-08 0.669749 0.231077 1
5.95229e-08 0.669748 0.231177 1
5.94634e-08 0.669747 0.231277 1
5.9404e-08 0.669746 0.231377 1
5.93446e-08 0.669745 0.231477 1
5.92853e-08 0.669743 0.231577 1
5.92261e-08 0.669742 0.231677 1
5.91669e-08 0.669741 0.231777 1
5.91078e-08 0.669739 0.231877 1
5.90487e-08 0.669737 0.231977 1
5.89897e-08 0.669736 0.232077 1
5.89307e-08 0.669734 0.232177 1
5.88718e-08 0.669732 0.232277 1
5.8813e-08 0.66973 0.232377 1
5.87542e-08 0.669728 0.232477 1
5.86955e-08 0.669725 0.232577 1
5.86368e-08 0.669723 0.232677 1
5.85782e-08 0.669721 0.232777 1
5.85197e-08 0.669718 0.232877 1
5.84612e-08 0.669715 0.232977 1
5.84028e-08 0.669713 0.233077 1
5.83444e-08 0.66971 0.233177 1
5.82861e-08 0.669707 0.233277 1
5.82279e-08 0.669704 0.233377 1
5.81697e-08 0.669701 0.233477 1
5.81115e-08 0.669698 0.233577 1
5.80534e-08 0.669694 0.233677 1
5.79954e-08 0.669691 0.233777 1
5.79375e-08 0.669687 0.233877 1
5.78796e-08 0.669684 0.233977 1
5.78217e-08 0.66968 0.234077 1
5.77639e-08 0.669676 0.234177 1
5.77062e-08 0.669672 0.234277 1
5.76485e-08 0.669668 0.234377 1
5.75909e-08 0.669664 0.234477 1
5.75334e-08 0.66966 0.234577 1
5.74759e-08 0.669656 0.234677 1
5.74184e-08 0.669652 0.234777 1
5.7361e-08 0.669647 0.234877 1
5.73037e-08 0.669643 0.234977 1
5.72464e-08 0.669638 0.235076 1
5.71892e-08 0.669633 0.235176 1
5.71321e-08 0.669628 0.235276 1
5.7075e-08 0.669623 0.235376 1
5.70179e-08 0.669618 0.235476 1
5.6961e-08 0.669613 0.235576 1
5.6904e-08 0.669608 0.235676 1
5.68472e-08 0.669603 0.235776 1
5.67903e-08 0.669597 0.235876 1
5.67336e-08 0.669592 0.235976 1
5.66769e-08 0.669586 0.236076 1
5.66202e-08 0.669581 0.236176 1
5.65637e-08 0.669575 0.236276 1
5.65071e-08 0.669569 0.236376 1
5.64507e-08 0.669563 0.236476 1
5.63942e-08 0.669557 0.236576 1
5.63379e-08 0.669551 0.236676 1
5.62816e-08 0.669544 0.236776 1
5.62253e-08 0.669538 0.236876 1
5.61691e-08 0.669532 0.236976 1
5.6113e-08 0.669525 0.237076 1
5.60569e-08 0.669518 0.237176 1
5.60009e-08 0.669512 0.237276 1
5.59449e-08 0.669505 0.237376 1
5.5889e-08 0.669498 0.237476 1
5.58332e-08 0.669491 0.237576 1
5.57774e-08 0.669484 0.237676 1
5.57216e-08 0.669477 0.237776 1
5.56659e-08 0.669469 0.237876 1
5.56103e-08 0.669462 0.237976 1
5.55547e-08 0.669455 0.238076 1
5.54992e-08 0.669447 0.238176 1
5.54437e-08 0.669439 0.238276 1
5.53883e-08 0.669432 0.238376 1
5.5333e-08 0.669424 0.238476 1
5.52777e-08 0.669416 0.238576 1
5.52224e-08 0.669408 0.238676 1
5.51672e-08 0.6694 0.238776 1
5.51121e-08 0.669391 0.238876 1
5.5057e-08 0.669383 0.238976 1
5.5002e-08 0.669375 0.239076 1
5.4947e-08 0.669366 0.239176 1
5.48921e-08 0.669358 0.239276 1
5.48373e-08 0.669349 0.239376 1
5.47824e-08 0.66934 0.239476 1
5.47277e-08 0.669331 0.239576 1
5.4673e-08 0.669323 0.239676 1
5.46184e-08 0.669313 0.239776 1
5.45638e-08 0.669304 0.239876 1
5.45092e-08 0.669295 0.239976 1
5.44548e-08 0.669286 0.240076 1
5.44003e-08 0.669276 0.240176 1
5.4346e-08 0.669267 0.240276 1
5.42917e-08 0.669257 0.240376 1
5.42374e-08 0.669248 0.240476 1
5.41832e-08 0.669238 0.240576 1
5.41291e-08 0.669228 0.240676 1
5.4075e-08 0.669218 0.240776 1
5.40209e-08 0.669208 0.240876 1
5.39669e-08 0.669198 0.240976 1
5.3913e-08 0.669188 0.241076 1
5.38591e-08 0.669178 0.241176 1
5.38053e-08 0.669167 0.241276 1
5.37515e-08 0.669157 0.241376 1
5.36978e-08 0.669146 0.241476 1
5.36441e-08 0.669136 0.241576 1
5.35905e-08 0.669125 0.241676 1
5.3537e-08 0.669114 0.241776 1
5.34835e-08 0.669103 0.241876 1
5.343e-08 0.669092 0.241976 1
5.33766e-08 0.669081 0.242076 1
5.33233e-08 0.66907 0.242176 1
5.327e-08 0.669058 0.242276 1
5.32167e-08 0.669047 0.242376 1
5.31635e-08 0.669036 0.242476 1
5.31104e-08 0.669024 0.242576 1
5.30573e-08 0.669013 0.242676 1
5.30043e-08 0.669001 0.242776 1
5.29513e-08 0.668989 0.242876 1
5.28984e-08 0.668977 0.242976 1
5.28455e-08 0.668965 0.243076 1
5.27927e-08 0.668953 0.243176 1
5.274e-08 0.668941 0.243276 1
5.26873e-08 0.668929 0.243376 1
5.26346e-08 0.668916 0.243476 1
5.2582e-08 0.668904 0.243576 1
5.25295e-08 0.668891 0.243676 1
5.2477e-08 0.668879 0.243776 1
5.24245e-08 0.668866 0.243876 1
5.23721e-08 0.668853 0.243976 1
5.23198e-08 0.66884 0.244076 1
5.22675e-08 0.668828 0.244176 1
5.22153e-08 0.668815 0.244276 1
5.21631e-08 0.668801 0.244376 1
5.21109e-08 0.668788 0.244476 1
5.20589e-08 0.668775 0.244576 1
5.20068e-08 0.668762 0.244676 1
5.19549e-08 0.668748 0.244776 1
5.19029e-08 0.668735 0.244876 1
5.18511e-08 0.668721 0.244976 1
5.17992e-08 0.668707 0.245075 1
5.17475e-08 0.668693 0.245175 1
5.16958e-08 0.668679 0.245275 1
5.16441e-08 0.668665 0.245375 1
5.15925e-08 0.668651 0.245475 1
5.15409e-08 0.668637 0.245575 1
5.14894e-08 0.668623 0.245675 1
5.14379e-08 0.668609 0.245775 1
5.13865e-08 0.668594 0.245875 1
5.13352e-08 0.66858 0.245975 1
5.12839e-08 0.668565 0.246075 1
5.12326e-08 0.668551 0.246175 1
5.11814e-08 0.668536 0.246275 1
5.11303e-08 0.668521 0.246375 1
5.10792e-08 0.668506 0.246475 1
5.10281e-08 0.668491 0.246575 1
5.09771e-08 0.668476 0.246675 1
5.09262e-08 0.668461 0.246775 1
5.08753e-08 0.668446 0.246875 1
5.08244e-08 0.66843 0.246975 1
5.07736e-08 0.668415 0.247075 1
5.07229e-08 0.668399 0.247175 1
5.06722e-08 0.668384 0.247275 1
5.06216e-08 0.668368 0.247375 1
5.0571e-08 0.668352 0.247475 1
5.05204e-08 0.668336 0.247575 1
5.04699e-08 0.66832 0.247675 1
5.04195e-08 0.668304 0.247775 1
5.03691e-08 0.668288 0.247875 1
5.03188e-08 0.668272 0.247975 1
5.02685e-08 0.668256 0.248075 1
5.02183e-08 0.668239 0.248175 1
5.01681e-08 0.668223 0.248275 1
5.01179e-08 0.668206 0.248375 1
5.00678e-08 0.66819 0.248475 1
5.00178e-08 0.668173 0.248575 1
4.99678e-08 0.668156 0.248675 1
4.99179e-08 0.66814 0.248775 1
4.9868e-08 0.668123 0.248875 1
